,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,Время ожидания,Банкомат,Расположение,График работы,Кредит
0,1099918005,СберБанк,"Садовая ул., 12, Кашира",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",54.845301,38.244635,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,90,87,62,72,73,70,
1,1128999302,СберБанк,"Пионерская ул., 14, микрорайон Ожерелье, Кашира",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-13:00,13:30-17:30, 'wed': 09:00-13:00,13:30-17:30, 'thu': 09:00-13:00,13:30-17:30, 'fri': 09:00-13:00,13:30-17:30, 'sat': 09:00-13:00,13:30-17:30, 'sun': выходной",54.793975,38.266588,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",47,50,43,27,,,,
2,1049937519,СберБанк,"Советская ул., 17А, Кашира",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",54.834322,38.151611,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,78,76,55,46,60,15,
3,1222889372,СберБанк,"ул. Куйбышева, 61БК2, Ступино",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-19:00, 'sun': выходной",54.891240,38.071210,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",81,84,79,63,86,80,57,17
4,158218377374,СберБанк,"ул. Тургенева, 15/24, Ступино",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",54.888069,38.087002,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,89,86,61,54,,,
5,1032577113,СберБанк,"Молодёжная ул., 7, д. Городище",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': 09:00-13:00,13:30-17:15, 'fri': выходной, 'sat': выходной, 'sun': выходной",54.886637,38.227331,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,
