,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Время ожидания
0,1123251911,СберБанк,"ул. Красные Зори, 7А, Выкса",www.sberbank.ru,"'mon': 08:00-18:00, 'tue': 08:00-18:00, 'wed': 08:00-18:00, 'thu': 08:00-18:00, 'fri': 08:00-18:00, 'sat': 08:00-18:00, 'sun': выходной",55.320452,42.167265,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,71,76,71
1,43296375779,СберБанк,"ул. Островского, 33, Выкса",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",55.328512,42.169032,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,94,94,
2,1141239721,СберБанк,"6Г, микрорайон Жуковского, Выкса",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",55.334926,42.201694,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,79,83,90
3,32254976731,СберБанк,"Футбольная ул., 8, рабочий посёлок Ближне-Песочное",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': 08:15-12:00,12:30-16:30, 'sat': выходной, 'sun': выходной",55.347546,42.082218,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,
4,68544833184,СберБанк,"27, микрорайон Дружба, сельский посёлок Дружба",www.sberbank.ru,"'mon': выходной, 'tue': 08:30-13:00,14:00-17:00, 'wed': 08:30-13:00,14:00-17:00, 'thu': 08:30-13:00,14:00-17:00, 'fri': 08:30-13:00,14:00-17:00, 'sat': 08:30-13:00,14:00-17:00, 'sun': выходной",55.418374,42.179639,"3,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,
5,229298743579,СберБанк,"площадь Культуры, 8, рабочий посёлок Виля",www.sberbank.ru,"'mon': выходной, 'tue': 08:45-12:30,13:00-16:00, 'wed': выходной, 'thu': 08:45-12:30,13:00-15:00, 'fri': выходной, 'sat': выходной, 'sun': выходной",55.241755,42.210012,"2,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,
6,1109932050,СберБанк,"13А, микрорайон Приокский, рабочий посёлок Досчатое",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-13:00,13:30-17:00, 'wed': 09:00-13:00,13:30-17:00, 'thu': 08:30-13:00, 'fri': 09:00-13:00,13:30-17:00, 'sat': выходной, 'sun': выходной",55.404744,42.105950,"3,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,
7,1034411720,СберБанк,"ул. Ленина, 5А, рабочий посёлок Шиморское",www.sberbank.ru,"'mon': выходной, 'tue': 09:15-13:00,13:30-18:00, 'wed': 09:15-13:00,13:30-18:00, 'thu': 09:15-13:00,13:30-18:00, 'fri': 09:15-13:00,13:30-18:00, 'sat': 09:15-13:00,13:30-18:00, 'sun': выходной",55.325221,42.009184,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,
