,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Банкомат,Время ожидания
0,1213474891,СберБанк,"Привокзальная ул., 1, Балашов",www.sberbank.ru,"'mon': выходной, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 08:00-17:00, 'sun': выходной",51.535463,43.158793,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,80,88,57,
1,1058911372,СберБанк,"ул. Строителей, 9, Балашов",www.sberbank.ru,"'mon': 08:30-17:00, 'tue': 08:30-17:00, 'wed': 08:30-17:00, 'thu': 08:30-17:00, 'fri': 08:30-17:00, 'sat': 08:30-17:00, 'sun': выходной",51.556022,43.208015,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,87,89,,77
2,15584478221,СберБанк,"ул. Володарского, 39, Балашов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",51.554071,43.145307,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,86,92,,74
3,1030232513,СберБанк,"ул. Гагарина, 59, Балашов",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",51.549191,43.149945,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,90,94,73,79
4,147880154770,СберБанк,"Почтовая ул., 1В, рабочий посёлок Пинеровка",www.sberbank.ru,"'mon': 08:30-12:00,13:00-16:30, 'tue': 08:30-12:00,13:00-16:30, 'wed': 08:30-12:00,13:00-16:30, 'thu': 08:30-12:00,13:00-16:30, 'fri': 08:30-12:00,13:00-16:30, 'sat': выходной, 'sun': выходной",51.557328,43.069448,"3,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,
