,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,Время ожидания,Банкомат,Расположение
0,1047129550,СберБанк,"ул. Энгельса, 9, Балахна",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",56.490971,43.608361,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,88,88,73,55,93
1,1027317035,СберБанк,"ул. Горького, 28, Балахна",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",56.522034,43.550271,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,91,88,87,64,
2,1098522803,СберБанк,"Юбилейная ул., 5, рабочий посёлок Гидроторф",www.sberbank.ru,"'mon': 09:00-16:45, 'tue': 09:00-16:45, 'wed': 09:00-16:45, 'thu': 09:00-16:45, 'fri': 09:00-15:45, 'sat': выходной, 'sun': выходной",56.462501,43.540300,"2,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
3,1691101842,СберБанк,"ул. Победы, 22, рабочий посёлок Лукино",www.sberbank.ru,"'mon': 08:00-13:45, 'tue': 08:00-13:00,13:45-17:00, 'wed': 08:00-13:00,13:45-17:00, 'thu': 08:00-13:00,13:45-17:00, 'fri': 08:00-13:00,13:45-17:00, 'sat': 08:00-13:00,13:45-17:00, 'sun': выходной",56.438159,43.623169,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
4,206802093764,СберБанк,"ул. Генерала Маргелова, 60, д. Истомино",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': 08:50-14:05, 'sun': выходной",56.529263,43.461572,"2,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
5,1172013745,СберБанк,"Садовая ул., 28, рабочий посёлок Первое Мая",www.sberbank.ru,"'mon': 08:00-13:15, 'tue': 08:00-13:00,13:30-16:45, 'wed': 08:00-13:00,13:30-16:45, 'thu': 08:00-13:00,13:30-16:45, 'fri': 08:00-13:00,13:30-16:45, 'sat': 08:00-13:00,13:30-16:45, 'sun': выходной",56.416381,43.651125,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
6,181891654232,СберБанк,"39, сельский посёлок Совхозный",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': 08:00-13:45, 'sun': выходной",56.563924,43.484407,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
7,1114768106,СберБанк,"Пионерская ул., 2, рабочий посёлок Большое Козино",www.sberbank.ru,"'mon': 08:15-08:30, 'tue': 08:15-13:00,13:30-16:30, 'wed': 08:15-13:00,13:30-16:30, 'thu': 08:15-13:00,13:30-16:30, 'fri': 08:15-13:00,13:30-16:30, 'sat': 08:15-13:00,13:30-16:30, 'sun': выходной",56.406431,43.716235,"2,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
