,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Банкомат
0,1165157799,СберБанк,"Теплицкий просп., 23, Гусь-Хрустальный",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",55.613428,40.683924,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,80,82,68,69
1,1086221233,СберБанк,"ул. Калинина, 19, Гусь-Хрустальный",www.sberbank.ru,"'mon': 08:00-17:30, 'tue': 08:00-17:30, 'wed': 08:00-17:30, 'thu': 08:00-17:30, 'fri': 08:00-17:30, 'sat': 08:00-17:30, 'sun': выходной",55.614730,40.672060,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,88,87,38,
2,120296012304,СберБанк,"Советская ул., 25, посёлок Гусевский",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-13:00,14:00-16:30, 'wed': 09:00-13:00,14:00-16:30, 'thu': выходной, 'fri': 09:00-13:00,14:00-16:30, 'sat': 09:00-13:00,14:00-15:00, 'sun': выходной",55.658662,40.560651,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,
3,62630133709,СберБанк,"Почтовая ул., 34, посёлок Анопино",www.sberbank.ru,"'mon': 08:30-13:00,14:00-15:15, 'tue': выходной, 'wed': 08:30-13:00,14:00-15:15, 'thu': выходной, 'fri': 08:30-13:00,14:00-15:15, 'sat': 08:30-13:00,14:00-15:15, 'sun': выходной",55.700015,40.662044,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,
