,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Расположение,Банкомат,График работы
0,1009131586,СберБанк,"ул. Ленина, 23, Геленджик",www.sberbank.ru,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 08:30-17:30, 'sun': выходной",44.565142,38.079891,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,73,75,48,94,79,53
1,1084162961,СберБанк,"ул. Кирова, 56, Геленджик",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",44.559537,38.081427,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,73,74,51,82,56,58
2,1166105086,СберБанк,"Красногвардейская ул., 36, Геленджик",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",44.553194,38.066978,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,69,70,71,100,74,
3,1128512131,СберБанк,"ул. Кирова, 19, село Дивноморское",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",44.498296,38.136772,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,76,80,52,,64,
4,12167612670,СберБанк,"Революционная ул., 88А, село Кабардинка",www.sberbank.ru,"'mon': выходной, 'tue': 08:30-13:00,14:00-17:00, 'wed': 08:30-13:00,14:00-17:00, 'thu': 08:30-13:00,14:00-17:00, 'fri': 08:30-13:00,14:00-17:00, 'sat': 08:30-17:00, 'sun': выходной",44.652434,37.938190,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,76,79,30,,22,
