,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,Время ожидания,Банкомат,Ипотека,Кредит,Расположение,График работы
0,1143202497,СберБанк,"Октябрьский просп., 83, Всеволожск",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",60.019595,30.647620,"4,6",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",72,76,72,60,73,67,50,100,
1,1075466067,СберБанк,"Александровская ул., 78/17, Всеволожск",www.sberbank.ru,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-19:00, 'sun': 10:00-14:00",60.024232,30.631720,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,79,78,56,42,,,92,82
2,1124306997,СберБанк,"Невская ул., 8, микрорайон Южный, Всеволожск",www.sberbank.ru,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-19:00, 'sun': выходной",59.991462,30.650976,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",68,73,69,37,9,,,,13
3,28342095795,СберБанк,"Колтушское ш., 44, корп. 1, Всеволожск",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",60.032934,30.634211,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,72,74,79,69,,,,
4,1037637529,СберБанк,"ул. Победы, 9, Всеволожск",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-13:30,14:00-18:00, 'wed': 09:00-13:30,14:00-18:00, 'thu': 09:00-13:30,14:00-18:00, 'fri': 09:00-13:30,14:00-18:00, 'sat': 09:00-13:00,14:00-18:00, 'sun': выходной",60.004591,30.609474,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",49,61,57,13,11,,,,0
5,1115579115,СберБанк,"15, посёлок Романовка",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-13:00,13:45-17:00, 'wed': 09:00-13:00,13:45-17:00, 'thu': 09:00-13:00,13:45-17:00, 'fri': 09:00-13:00,13:45-17:00, 'sat': 09:00-13:00,13:45-17:00, 'sun': выходной",60.047259,30.706600,"3,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",68,86,79,,,,,,
6,1109610256,СберБанк,"53А, посёлок Щеглово",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': 09:00-13:00,14:00-17:15, 'thu': выходной, 'fri': выходной, 'sat': 09:00-13:00,14:00-17:15, 'sun': выходной",60.029072,30.751596,"3,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,79,73,,,,,,
