,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,Время ожидания,Расположение,Банкомат
0,1166658708,СберБанк,"Социалистическая ул., 34/1, Бийск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.495207,85.141268,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",72,74,69,71,,
1,1066356369,СберБанк,"Ленинградская ул., 107, Бийск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.513697,85.136686,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,80,75,60,,
2,1197763308,СберБанк,"ул. Михаила Митрофанова, 12, Бийск",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",52.532811,85.181124,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,93,90,74,,
3,1122042150,СберБанк,"ул. имени Героя Советского Союза Васильева, 31, Бийск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.510875,85.157417,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,94,91,74,,
4,1119398610,СберБанк,"ул. Владимира Ленина, 153, Бийск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.536052,85.205015,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,87,82,80,,
5,232352351095,СберБанк,"Советская ул., 219, Бийск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.512663,85.170980,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,92,91,69,,
6,1200301604,СберБанк,"пер. Николая Липового, 72, Бийск",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",52.514071,85.149166,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",68,67,71,82,,
7,1190215058,СберБанк,"ул. Владимира Ленина, 244, Бийск",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.542814,85.221386,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",91,90,90,74,100,45
8,1053371378,СберБанк,"Мирная ул., 3, поселок Сорокино, Бийск",www.sberbank.ru,"'mon': 09:00-13:00,14:00-16:00, 'tue': 09:00-13:00,14:00-17:00, 'wed': 09:00-13:00,14:00-17:00, 'thu': 09:00-13:00,14:00-17:00, 'fri': 09:00-13:00,14:00-17:00, 'sat': 09:30-13:00, 'sun': выходной",52.441407,85.036277,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
9,1191712087,СберБанк,"ул. Демина, 17, посёлок Мирный",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': 09:30-12:00,12:30-15:45, 'thu': 09:30-12:00,12:30-15:45, 'fri': 09:30-12:00,12:30-15:45, 'sat': выходной, 'sun': выходной",52.570951,85.022137,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
10,227710750404,СберБанк,"Советская ул., 20, село Лесное",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",52.463596,85.251325,"4,0",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,
11,1144559788,СберБанк,"площадь Мира, 3, село Первомайское",www.sberbank.ru,"'mon': 08:30-12:00,13:00-16:15, 'tue': 08:30-12:00,13:00-16:15, 'wed': 08:30-12:00,13:00-16:15, 'thu': 08:30-12:00,13:00-16:15, 'fri': 08:30-12:00,13:00-16:15, 'sat': 08:30-12:00,13:00-15:15, 'sun': выходной",52.597012,85.258583,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
