,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,Время ожидания,Банкомат,Расположение,Кредит,Ипотека,График работы
0,1070345450,СберБанк,"ул. Семенюка, 5, Дмитров",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной",56.348058,37.517574,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",82,84,82,68,64,79,54,81,50
1,1060908515,СберБанк,"3, микрорайон имени К.А. Аверьянова, Дмитров",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",56.352039,37.523078,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,80,80,52,44,,,,
2,1146776419,СберБанк,"ул. Космонавтов, 52, Дмитров",www.sberbank.ru,"'mon': выходной, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",56.340609,37.548411,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,85,81,48,28,100,,,57
3,1003171350,СберБанк,"Загорская ул., 30, Дмитров",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",56.342286,37.518737,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,89,89,56,33,80,,,
4,237691259894,СберБанк,"Загорская ул., 30, Дмитров",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-16:00, 'wed': выходной, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",56.342206,37.519018,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,
5,1060059525,СберБанк,"ул. Конярова, 2А, Яхрома",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",56.289307,37.482729,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,85,75,41,14,,,,
6,1154524470,СберБанк,"2, посёлок Орево",www.sberbank.ru,"'mon': выходной, 'tue': 08:30-13:00,13:45-18:00, 'wed': выходной, 'thu': 08:30-13:00,13:45-18:00, 'fri': выходной, 'sat': выходной, 'sun': выходной",56.430281,37.465497,"2,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,
7,38650063435,СберБанк,"1А, посёлок Рыбное",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': 08:00-13:00,13:30-17:15, 'thu': выходной, 'fri': 08:00-13:00,13:30-17:15, 'sat': 08:00-13:00,13:30-17:15, 'sun': выходной",56.417902,37.619369,"3,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,
