,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,Время ожидания,Расположение,Банкомат
0,161799564146,СберБанк,"ул. Орджоникидзе, 15В, Елец",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",52.613529,38.522589,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,93,91,75,100,
1,1060583717,СберБанк,"Комсомольская ул., 81, Елец",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",52.624362,38.491701,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,92,90,71,,
2,1269609702,СберБанк,"ул. Коммунаров, 66, Елец",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.627852,38.470217,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,85,88,53,93,
3,1015351519,СберБанк,"Радиотехническая ул., 5, Елец",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.610528,38.475086,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,83,82,80,,56
4,89661149771,СберБанк,"Мирная ул., 21, посёлок Газопровод",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",52.602078,38.438615,"4,2",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,
5,202243384120,СберБанк,"Советская ул., 109Б, село Талица",www.sberbank.ru,"'mon': выходной, 'tue': 09:30-14:30, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",52.711367,38.723084,"3,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
6,1234378498,СберБанк,"Клубная ул., 18, село Воронец",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",52.523416,38.501308,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
