,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Банкомат,Расположение
0,1126609370,СберБанк,"ул. Кондаурова, 63, Азов",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",47.095180,39.431034,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,76,87,75,,
1,1238009004,СберБанк,"Петровский бул., 7, Азов",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",47.110514,39.421508,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,82,87,69,58,95
2,1198153462,СберБанк,"ул. Васильева, 89, Азов",www.sberbank.ru,"'mon': 08:00-17:30, 'tue': 08:00-17:30, 'wed': 08:00-17:30, 'thu': 08:00-17:30, 'fri': 08:00-17:30, 'sat': 08:00-17:30, 'sun': выходной",47.104022,39.409248,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,77,85,57,57,100
3,1000764721,СберБанк,"ул. Ленина, 68, Азов",www.sberbank.ru,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 08:00-17:00, 'sun': выходной",47.105548,39.426207,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,74,81,52,66,82
4,1105416746,СберБанк,"ул. Дзержинского, 8, село Кагальник",www.sberbank.ru,"'mon': выходной, 'tue': 08:00-12:00,12:45-15:30, 'wed': 08:00-12:00,12:45-15:30, 'thu': 08:00-12:00,12:45-15:30, 'fri': 08:00-12:00,12:45-15:30, 'sat': 08:00-12:00,12:45-15:15, 'sun': выходной",47.075234,39.327345,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
5,1175986173,СберБанк,"Октябрьский пер., 15, село Пешково",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': 08:00-12:00,12:30-14:15, 'thu': 08:00-12:00,12:30-14:15, 'fri': 08:00-12:00,12:30-14:15, 'sat': 08:00-12:00,12:30-14:45, 'sun': выходной",47.018756,39.398564,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,
6,169140681316,СберБанк,"пер. Матросова, 11, село Кулешовка",www.sberbank.ru,"'mon': 08:00-12:00,12:30-15:30, 'tue': 08:00-12:00,12:30-15:30, 'wed': 08:00-12:00,12:30-15:30, 'thu': 08:00-12:00,12:30-15:30, 'fri': 08:00-12:00,12:30-15:30, 'sat': 08:00-12:00,12:30-15:30, 'sun': выходной",47.078671,39.536445,"3,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",46,45,45,8,,
