ID,name,city,address,opening_hours,lat,lon,rating,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Кредит,Банкомат,Расположение,Вклад
202007863199,Альфа-Банк,Ульяновск,"ул. Гончарова, 25, Ульяновск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",54.320478,48.399188,"4,6",76,75,79,80,69,83.0,100.0,
124438729621,Альфа-Банк,Ульяновск,"ул. Герасимова, 10, стр. 4, Ульяновск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",54.296341,48.29501,"4,8",88,91,89,87,86,83.0,52.0,
212162467298,Альфа-Банк,Ульяновск,"Ульяновский просп., 6, Ульяновск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-16:00, 'sun': выходной",54.372592,48.585049,"4,6",83,81,85,89,77,,,
100220615552,Альфа-Банк,Москва,"Малая Бронная ул., 15Б, Москва","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.760717,37.596184,"4,5",72,68,77,83,69,62.0,100.0,
137477055720,Альфа-Банк,Москва,"1-й Красногвардейский пр., 15, Москва","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.750485,37.539526,"4,3",61,56,66,71,71,60.0,69.0,83.0
77578209805,Альфа-Банк,Москва,"Ленинградский просп., 74, корп. 1, Москва","'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.805133,37.516952,"4,3",76,74,77,71,69,63.0,100.0,92.0
1153767635,Альфа-Банк,Москва,"Чертановская ул., 1В, корп. 1, Москва","'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.639461,37.607143,"4,3",70,67,70,66,82,58.0,95.0,86.0
