ID,name,city,address,opening_hours,lat,lon,rating,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Кредит,Банкомат,Расположение,Вклад,load_time
50368696960,Альфа-Банк,Назарово,"Кооперативная ул., 16, Назарово","'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': выходной, 'sun': выходной",56.001474,90.38494,,,,,,,,,,2024-06-24 15:24:27
15713061429,Альфа-Банк,Назарово,"ул. Арбузова, 110, Назарово","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.010971,90.417535,,,,,,,,,,2024-06-24 15:24:27
1749839208,Альфа-Банк,Губкин ,"просп. Губкина, 1, Старый Оскол","'mon': 09:00-22:00, 'tue': 09:00-22:00, 'wed': 09:00-22:00, 'thu': 09:00-22:00, 'fri': 09:00-22:00, 'sat': 09:00-22:00, 'sun': 09:00-22:00",51.286275,37.793848,,,,,,,,,,2024-06-24 06:29:53
143659863152,Альфа-Банк,Губкин ,"ул. Кирова, 53, Губкин","'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",51.284597,37.52846,,,,,,,,,,2024-06-24 06:29:53
150118363775,Альфа-Банк,Губкин ,"ул. Космонавтов, 14, Губкин","'mon': 09:00-22:00, 'tue': 09:00-22:00, 'wed': 09:00-22:00, 'thu': 09:00-22:00, 'fri': 09:00-22:00, 'sat': 09:00-22:00, 'sun': 09:00-22:00",51.279594,37.504358,,,,,,,,,,2024-06-24 06:29:53
196413889479,Альфа-Банк,Заволжье,"ул. Пономарёва, 4, Заволжье","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",56.630164,43.411526,"4,6",93.0,100.0,100.0,,,,,,2024-06-24 05:00:26
243961624704,Альфа-Банк,Гусь-Хрустальный,"ул. Калинина, 30, Гусь-Хрустальный","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.614867,40.669967,"4,2",77.0,69.0,82.0,,,,,,2024-06-24 02:39:39
109162952202,Альфа-Банк,Слободской,"Советская ул., 66, Слободской","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",58.73091,50.183602,"4,4",90.0,89.0,88.0,92.0,,,,,2024-06-24 16:39:54
186020924738,Альфа-Банк,Пыть-Ях,"17, 1-й микрорайон, Пыть-Ях","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",60.757535,72.839392,"4,6",100.0,100.0,100.0,,,,,,2024-06-24 04:32:21
244084975511,Альфа-Банк,Тейково,"Октябрьская ул., 12, Тейково","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.853735,40.538544,"4,7",94.0,100.0,100.0,,,,,,2024-06-24 06:05:18
12013846686,Альфа-Банк,Радужный,"24, 6-й микрорайон, Радужный","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",62.133769,77.462787,"4,6",100.0,100.0,100.0,,,,,,2024-06-24 03:39:25
152872347040,Альфа-Банк,Североморск,"ул. Сафонова, 13, Североморск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",69.075762,33.420517,"4,5",94.0,93.0,92.0,,,,,,2024-06-24 03:06:38
227463753537,Альфа-Банк,Конаково,"просп. Ленина, 12, Конаково","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.714927,36.774099,"4,4",79.0,75.0,72.0,90.0,,,,,2024-06-24 04:50:27
197435609224,Альфа-Банк,Великие Луки,"просп. Ленина, 39, Великие Луки","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.343558,30.521717,"5,0",93.0,91.0,90.0,94.0,94.0,,,92.0,2024-06-23 23:13:18
185657731644,Альфа-Банк,Брянск,"Красноармейская ул., 41, Брянск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",53.236825,34.350265,"4,7",78.0,77.0,84.0,73.0,83.0,67.0,,,2024-06-23 18:03:27
86406925140,Альфа-Банк,Киселёвск,"ул. Ленина, 38, Киселёвск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",54.002088,86.639293,"4,4",89.0,88.0,88.0,,,,,,2024-06-24 19:22:49
121055795231,Альфа-Банк,Ишимбай,"Стахановская ул., 92, Ишимбай","'mon': 09:00-23:00, 'tue': 09:00-23:00, 'wed': 09:00-23:00, 'thu': 09:00-23:00, 'fri': 09:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",53.449473,56.037761,,,,,,,,,,2024-06-24 12:11:58
92682113592,Альфа-Банк,Апрелевка,"Августовская ул., 14, Апрелевка","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.549817,37.068442,"4,3",57.0,57.0,58.0,44.0,100.0,,,,2024-06-24 09:52:39
139972826795,Альфа-Банк,Советск,"ул. Победы, 21, Советск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.081905,21.895375,"4,7",94.0,94.0,92.0,80.0,,,,,2024-06-24 04:36:19
59932277658,Альфа-Банк,Алатырь,"Комиссариатская ул., 40Б, Алатырь","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",54.840179,46.592865,"4,5",92.0,92.0,92.0,,,,,,2024-07-02 08:55:56
123532173786,Альфа-Банк,Моршанск,"Интернациональная ул., 49, Моршанск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",53.445059,41.811869,"4,5",87.0,93.0,93.0,,,,,,2024-06-24 15:20:14
116343066898,Альфа-Банк,Мценск,"ул. Ленина, 25, Мценск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",53.277491,36.576613,"4,3",,,,,,,,,2024-06-24 15:22:24
1267029340,Альфа-Банк,Находка,"Северный просп., 2/1, Находка","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",42.83677,132.88002,"4,7",92.0,91.0,91.0,91.0,90.0,80.0,,,2024-06-23 20:36:52
86505415030,Альфа-Банк,Орёл,"Комсомольская ул., 78, Орёл","'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",52.953431,36.061995,"4,4",64.0,63.0,66.0,59.0,66.0,,92.0,,2024-06-24 07:09:45
126000144540,Альфа-Банк,Петрозаводск,"просп. Ленина, 26, Петрозаводск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",61.78862,34.357164,"4,7",81.0,80.0,85.0,75.0,80.0,,100.0,90.0,2024-06-23 19:21:31
61010956527,Альфа-Банк,Петрозаводск,"ул. Ровио, 18, Петрозаводск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",61.764411,34.371456,"4,7",92.0,91.0,91.0,88.0,91.0,,100.0,,2024-06-23 19:21:31
62559706081,Альфа-Банк,Чита,"Хабаровская ул., 6, Чита","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",52.03924,113.50554,"4,4",86.0,89.0,89.0,69.0,,,,,2024-06-23 18:18:44
80543410768,Альфа-Банк,Домодедово,"Каширское ш., 51, Домодедово","'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.434482,37.767438,"4,7",69.0,68.0,75.0,58.0,43.0,65.0,92.0,,2024-06-23 20:38:52
207814284600,Альфа-Банк,Выкса,"ул. Островского, 33, Выкса","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.328576,42.16895,"4,4",88.0,87.0,93.0,,,,,,2024-06-24 02:54:32
25179331732,Альфа-Банк,Череповец,"ул. Ленина, 68, Череповец","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",59.125328,37.923961,"4,9",89.0,86.0,91.0,85.0,90.0,,,91.0,2024-06-23 18:36:52
183064515223,Альфа-Банк,Новосибирск,"ул. Кирова, 46/1, Новосибирск","'mon': 09:00-18:00, 'tue': 09:00-17:00, 'wed': выходной, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.018335,82.93942,"4,5",75.0,76.0,84.0,74.0,67.0,,94.0,,2024-06-23 15:38:21
35340132727,Альфа-Банк,Новосибирск,"площадь Карла Маркса, 5, Новосибирск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-19:00, 'thu': выходной, 'fri': 10:00-18:00, 'sat': 10:00-18:00, 'sun': выходной",54.982507,82.892339,"4,6",77.0,75.0,76.0,71.0,72.0,69.0,100.0,100.0,2024-06-23 15:38:21
107761170783,Альфа-Банк,Новосибирск,"ул. Бориса Богаткова, 201/1, Новосибирск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.035699,82.9745,"4,6",85.0,84.0,85.0,89.0,86.0,,100.0,100.0,2024-06-23 15:38:21
1159730071,Альфа-Банк,Новосибирск,"ул. Дуси Ковальчук, 179/4, Новосибирск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.060622,82.914124,"4,3",74.0,73.0,76.0,74.0,78.0,53.0,93.0,,2024-06-23 15:38:21
242809832592,Альфа-Банк,Новосибирск,"ул. Мичурина, 23, Новосибирск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.041349,82.921049,"4,5",86.0,84.0,87.0,96.0,83.0,40.0,100.0,100.0,2024-06-23 15:38:21
104151060354,Альфа-Банк,Новосибирск,"просп. Карла Маркса, 55, Новосибирск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",54.991801,82.910162,"4,5",89.0,88.0,90.0,90.0,92.0,70.0,,,2024-06-23 15:38:21
2687404631,Альфа-Банк,Новосибирск,"ул. Ленина, 52, Новосибирск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",55.033548,82.90205,"4,4",70.0,65.0,72.0,73.0,65.0,,93.0,,2024-06-23 15:38:21
8780594738,Альфа-Банк,Новосибирск,"ул. Орджоникидзе, 23, Новосибирск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.031376,82.917726,"4,4",69.0,62.0,70.0,78.0,63.0,,100.0,,2024-06-23 15:38:21
236920599498,Альфа-Банк,Новосибирск,"ул. Крылова, 31, Новосибирск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-16:45, 'sat': выходной, 'sun': выходной",55.04156,82.929278,"4,6",96.0,96.0,97.0,96.0,97.0,,91.0,100.0,2024-06-23 15:38:21
224681779681,Альфа-Банк,Новосибирск,"ул. Ильича, 6, Советский район, микрорайон Академгородок, Новосибирск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",54.839313,83.095359,"4,8",82.0,81.0,84.0,76.0,80.0,80.0,,,2024-06-23 15:38:21
70187004794,Альфа-Банк,Темрюк,"ул. Ленина, 68, Темрюк","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",45.277763,37.370176,"4,3",71.0,72.0,74.0,67.0,,,,,2024-06-24 04:20:33
228044594869,Альфа-Банк,Электросталь,"Советская ул., 14, Электросталь","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.790696,38.439019,"4,7",84.0,84.0,86.0,82.0,80.0,,,,2024-06-23 21:00:25
125799782574,Альфа-Банк,Кинешма,"ул. имени Ленина, 6, Кинешма","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",57.443393,42.167602,"4,7",95.0,95.0,94.0,,,,,,2024-06-23 23:38:00
1080885385,Альфа-Банк,Первоуральск,"ул. Ватутина, 37, Первоуральск","'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",56.903332,59.942324,"4,5",83.0,80.0,87.0,69.0,68.0,,,,2024-06-23 21:50:18
146837783175,Альфа-Банк,Волжск,"ул. Ленина, 56Б, Волжск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",55.865162,48.361379,"4,7",92.0,90.0,,,,,,,2024-06-24 02:56:29
27718098902,Альфа-Банк,Геленджик,"Херсонская ул., 23, Геленджик","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",44.563055,38.080465,"4,3",63.0,67.0,70.0,33.0,80.0,,,,2024-06-24 00:04:47
1322041331,Альфа-Банк,Ачинск,"5/4, 28-й квартал, Ачинск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.253212,90.474156,"4,6",85.0,84.0,89.0,92.0,77.0,70.0,,,2024-06-23 22:29:41
26820772860,Альфа-Банк,Берёзовский,"Театральная ул., 6, Берёзовский","'mon': 09:00-23:00, 'tue': 09:00-23:00, 'wed': 09:00-23:00, 'thu': 09:00-23:00, 'fri': 09:00-23:00, 'sat': 09:00-23:00, 'sun': 09:00-23:00",56.907151,60.810798,,,,,,,,,,2024-06-24 07:13:39
201643328832,Альфа-Банк,Берёзовский,"Восточная ул., 11А, Берёзовский","'mon': 00:00-23:59, 'tue': 00:00-23:59, 'wed': 00:00-23:59, 'thu': 00:00-23:59, 'fri': 00:00-23:59, 'sat': 00:00-23:59, 'sun': 00:00-23:59",56.906876,60.809522,,,,,,,,,,2024-06-24 07:13:39
1049195804,Альфа-Банк,Ставрополь,"ул. Ленина, 299, Ставрополь","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",45.03818,41.94768,"4,3",62.0,59.0,68.0,58.0,37.0,67.0,82.0,,2024-06-23 17:11:32
157707951430,Альфа-Банк,Ставрополь,"ул. 50 лет ВЛКСМ, 11/1, Ставрополь","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",45.01669,41.924509,"4,3",68.0,70.0,76.0,53.0,,,,,2024-06-23 17:11:32
59234863161,Альфа-Банк,Ставрополь,"ул. Дзержинского, 114, Ставрополь","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",45.044203,41.970952,"4,5",72.0,68.0,75.0,63.0,67.0,72.0,80.0,,2024-06-23 17:11:32
202007863199,Альфа-Банк,Ульяновск,"ул. Гончарова, 25, Ульяновск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-18:00, 'sun': выходной",54.320478,48.399188,"4,7",76.0,75.0,79.0,80.0,69.0,83.0,100.0,,2024-06-23 16:49:26
124438729621,Альфа-Банк,Ульяновск,"ул. Герасимова, 10, стр. 4, Ульяновск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",54.296341,48.29501,"4,8",88.0,91.0,89.0,87.0,86.0,83.0,52.0,,2024-06-23 16:49:26
212162467298,Альфа-Банк,Ульяновск,"Ульяновский просп., 6, Ульяновск","'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-16:00, 'sun': выходной",54.372592,48.585049,"4,6",83.0,80.0,84.0,87.0,76.0,,,,2024-06-23 16:49:26
114133178947,Альфа-Банк,Нурлат,"ул. Карла Маркса, 27, Нурлат","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",54.430343,50.805856,,,,,,,,,,2024-06-24 15:37:41
48520319242,Альфа-Банк,Курчатов,"Садовая ул., 11А, Курчатов","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",51.653193,35.684955,"4,7",,,,,,,,,2024-06-24 04:58:24
210744983906,Альфа-Банк,Клинцы,"просп. Ленина, 21, Клинцы","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",52.753574,32.23519,"4,4",91.0,91.0,95.0,,,,,,2024-06-24 01:29:22
26195126375,Альфа-Банк,Будённовск,"Октябрьская ул., 79, Будённовск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",44.78227,44.156301,"4,5",89.0,94.0,100.0,,,,,,2024-06-24 19:18:18
1175040470,Альфа-Банк,Мегион,"Нефтеразведочная ул., 2, Мегион","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",61.031282,76.121522,"4,8",92.0,90.0,92.0,89.0,90.0,,,,2024-06-24 03:33:31
106741823103,Альфа-Банк,Коркино,"ул. Цвиллинга, 8, Коркино","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 00:00-23:59, 'sun': 00:00-23:59",54.890324,61.410747,,,,,,,,,,2024-06-24 14:12:43
26205683961,Альфа-Банк,Биробиджан,"ул. Шолом-Алейхема, 8, Биробиджан","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",48.78951,132.93405,"4,0",43.0,50.0,50.0,,,,,,2024-06-24 00:28:32
203054024025,Альфа-Банк,Кунгур,"ул. Пугачёва, 25, Кунгур","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",57.426838,56.950233,"4,3",85.0,82.0,94.0,,,,,,2024-06-24 01:19:10
40054607208,Альфа-Банк,Воскресенск,"Октябрьская ул., 2, микрорайон Центральный, Воскресенск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.322189,38.674341,"4,4",60.0,59.0,64.0,55.0,,,,,2024-06-23 23:05:13
164880606154,Альфа-Банк,Камень-На-Оби,"ул. Пушкина, 25, Камень-на-Оби","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",53.791098,81.347632,"4,4",85.0,83.0,,,,,,,2024-06-24 04:18:34
15911734252,Альфа-Банк,Ишим,"ул. Карла Маркса, 77А, Ишим","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.110209,69.507325,"4,4",79.0,82.0,78.0,,,,,,2024-06-24 00:58:05
55677171873,Альфа-Банк,Богданович,"Спортивная ул., 2, Богданович","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.7712,62.052548,"4,3",80.0,83.0,77.0,,,,,,2024-06-24 05:59:29
177656117228,Альфа-Банк,Новоуральск,"Комсомольская ул., 6А, Новоуральск","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",57.247781,60.080673,"4,4",89.0,89.0,94.0,,,,,,2024-06-23 23:58:48
116918127170,Альфа-Банк,Ирбит,"ул. Калинина, 19А, Ирбит","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",57.678473,63.06353,"4,4",95.0,94.0,93.0,,100.0,,,,2024-06-24 12:08:01
12507243481,Альфа-Банк,Кореновск,"Красная ул., 112, Кореновск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",45.465466,39.448384,"4,4",90.0,93.0,100.0,,,,,,2024-06-24 04:10:37
115208039878,Альфа-Банк,Владимир,"просп. Ленина, 26, Владимир","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",56.120432,40.36771,"4,4",71.0,70.0,75.0,65.0,70.0,50.0,80.0,72.0,2024-06-23 18:09:46
162274101595,Альфа-Банк,Димитровград,"просп. Ленина, 39Г, Димитровград","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",54.238195,49.564779,"5,0",91.0,88.0,92.0,93.0,93.0,,100.0,,2024-06-23 21:57:24
180566401021,Альфа-Банк,Междуреченск,"Коммунистический просп., 18, Междуреченск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",53.689502,88.068917,"4,4",100.0,100.0,100.0,,,,,,2024-06-23 22:55:14
70774682860,Альфа-Банк,Туапсе,"ул. Софьи Перовской, 2, Туапсе","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",44.099214,39.079832,"4,7",82.0,82.0,84.0,76.0,81.0,,,,2024-06-24 01:37:17
43888265827,Альфа-Банк,Белореченск,"ул. Ленина, 145, Белореченск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",44.766606,39.867034,"4,4",80.0,86.0,82.0,80.0,,,,,2024-06-24 03:08:37
219897852111,Альфа-Банк,Ковров,"просп. Ленина, 38, Ковров","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",56.359609,41.312289,"4,9",87.0,87.0,91.0,84.0,91.0,,,,2024-06-24 07:23:18
65647753272,Альфа-Банк,р.п. Кольцово,"просп. Академика Сандахчиева, 9, рабочий посёлок Кольцово","'mon': 08:00-23:00, 'tue': 08:00-23:00, 'wed': 08:00-23:00, 'thu': 08:00-23:00, 'fri': 08:00-23:00, 'sat': 08:00-23:00, 'sun': 08:00-23:00",54.940107,83.189897,,,,,,,,,,2024-06-24 19:01:00
53528819672,Альфа-Банк,р.п. Кольцово,"Никольский просп., 2, рабочий посёлок Кольцово","'mon': 09:00-21:00, 'tue': 09:00-21:00, 'wed': 09:00-21:00, 'thu': 09:00-21:00, 'fri': 09:00-21:00, 'sat': выходной, 'sun': выходной",54.938948,83.188406,,,,,,,,,,2024-06-24 19:01:00
108641168284,Альфа-Банк,Сафоново,"Советская ул., 56, Сафоново","'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",55.116372,33.238286,"4,6",88.0,86.0,87.0,,,,,,2024-06-24 04:04:38
