city,address,rating,lat,lon
Зеленоград,"Новокрюковская ул., 1824, Зеленоград","4,3",55.982079,37.168172
Зеленодольск,"ул. Ленина, 25, Зеленодольск","4,0",55.846189,48.501785
Златоуст,"14А, 3-й микрорайон проспекта имени Ю.А. Гагарина, Златоуст","4,6",55.142864,59.667403
Ивантеевка,"Советский просп., 2А, Ивантеевка",,55.975254,37.906902
Ижевск,"Молодёжная ул., 87, Ижевск","4,4",56.850117,53.29173
Ижевск,"Пушкинская ул., 173А, Ижевск","4,8",56.841064,53.214877
Ижевск,"Пушкинская ул., 216, Ижевск","4,3",56.854547,53.2115
Ижевск,"ул. Ленина, 21, Ижевск","4,5",56.845244,53.222531
Иркутск,"ул. Кожова, 20, Иркутск","4,4",52.27126,104.28937
Иркутск,"ул. Ленина, 25, Иркутск","4,3",52.27677,104.28605
Иркутск,"ул. Лермонтова, 63, Иркутск","4,4",52.26957,104.25705
Иркутск,"ул. Литвинова, 2, Иркутск","4,3",52.28424,104.28806
Искитим,"ул. Пушкина, 40А, Искитим","4,3",54.639419,83.303947
Истра,"ул. Ленина, 75, Истра","3,7",55.913061,36.858146
Ишим,"ул. Карла Маркса, 77А, Ишим","4,3",56.110209,69.507325
Йошкар-Ола,"ул. Панфилова, 39Г, Йошкар-Ола","3,3",56.628208,47.875924
Казань,"просп. Ямашева, 82, Казань","4,3",55.827768,49.146748
Казань,"ул. Декабристов, 129, Казань","4,3",55.826761,49.083426
Казань,"ул. Закиева, 1, Советский район, микрорайон Азино-1, Казань","4,7",55.776715,49.221138
Казань,"ул. Николая Ершова, 29Б, Казань","4,3",55.793956,49.168012
Казань,"ул. Островского, 103, Казань","4,3",55.778127,49.137666
Казань,"ул. Рихарда Зорге, 75, Казань","4,3",55.748296,49.213026
Калининград,"бул. Любови Шевцовой, 1А, Калининград","4,4",54.671597,20.501711
Калининград,"площадь Победы, 4, Калининград","4,4",54.720747,20.499829
Калининград,"ул. Куйбышева, 2, Калининград","4,8",54.725883,20.52858
Калининград,"ул. Шевченко, 11А, Калининград","4,3",54.711619,20.511044
Калуга,"ул. Кирова, 14, Калуга","4,6",54.515152,36.247875
Калуга,"ул. Кирова, 57, Калуга","4,3",54.513166,36.269758
Каменск-Уральский,"просп. Победы, 39А, Каменск-Уральский","4,3",56.42363,61.91088
Каменск-Шахтинский,"просп. Карла Маркса, 73, Каменск-Шахтинский","4,3",48.320275,40.269264
Канаш,"Железнодорожная ул., 87, Канаш","4,3",55.5122,47.479026
Канск,"ул. 40 лет Октября, 62/4, Канск","4,0",56.231898,95.701004
Качканар,"ул. Свердлова, 10, Качканар","4,1",58.70554,59.483267
Кашира,"ул. Ильича, 61, Кашира","3,9",54.856585,38.189098
Кемерово,"Советский просп., 32, Кемерово","4,3",55.3581,86.075412
Кемерово,"бул. Строителей, 28, Кемерово","4,5",55.344797,86.167516
Кемерово,"просп. Ленина, 64А, Кемерово","5,0",55.345268,86.106934
Кинель,"ул. Маяковского, 77/6, Кинель",,53.219565,50.643108
Кинель,"ул. Чехова, 5, Кинель",,53.22081,50.644088
Кинешма,"ул. имени Ленина, 6, Кинешма","4,4",57.443393,42.167602
Кириши,"просп. Героев, 2, Кириши","4,2",59.445468,32.017601
Киров,"ул. Карла Маркса, 99, Киров","4,3",58.595526,49.667924
Кирово-Чепецк,"просп. Мира, 74, Кирово-Чепецк","3,8",58.547876,50.055071
Кисловодск,"ул. Горького, 17Б, Кисловодск","4,1",43.908291,42.710966
Клин,"ул. Карла Маркса, 4, Клин","4,2",56.332018,36.712942
Клинцы,"просп. Ленина, 21, Клинцы","4,4",52.753574,32.23519
Когалым,"Ленинградская ул., 17, Когалым","4,3",62.260694,74.476123
Коломна,"площадь Восстания, 7, Коломна","3,8",55.084132,38.804947
Колпино,"Тверская ул., 34, Колпино","3,8",59.740987,30.611297
Конаково,"просп. Ленина, 12, Конаково","3,5",56.714927,36.774099
Кондопога,"Пролетарская ул., 6, Кондопога",,62.201876,34.257784
Костомукша,"бул. Лазарева, 1, Костомукша",,64.588678,30.600545
Кострома,"Советская ул., 30, Кострома","4,7",57.763252,40.941482
Котлас,"ул. Невского, 20, Котлас","4,2",61.248351,46.639918
Красногорск,"ул. Ленина, 38Б, Красногорск","4,3",55.834076,37.298965
Краснодар,"Красная ул., 124, Краснодар","4,2",45.036114,38.975313
Краснодар,"Красная ул., 176/1, Краснодар","4,4",45.045788,38.97878
Краснодар,"Ставропольская ул., 184, Краснодар","4,3",45.020596,39.013455
Краснодар,"ул. 1 Мая, 158, Краснодар","4,5",45.055314,39.023112
Краснодар,"ул. Красных Партизан, 525, Краснодар","4,4",45.049739,38.967505
Краснодар,"ул. Митрофана Седина, 159, Центральный внутригородской округ, микрорайон Центральный, Краснодар","4,8",45.036827,38.980909
Краснодар,"ул. Селезнёва, 134, Краснодар","4,4",45.02317,39.042355
Краснодар,"ул. имени Тургенева, 107, Фестивальный микрорайон, Краснодар","4,3",45.05206,38.958784
Краснокаменск,"просп. Шахтёров, 4А, Краснокаменск","4,4",50.09099,118.04139
Краснокамск,"просп. Мира, 6, Краснокамск","4,0",58.082493,55.746572
Красноуфимск,"Советская ул., 51, Красноуфимск","3,8",56.614684,57.766487
Красноярск,"Взлётная ул., 18, Красноярск","4,1",56.034375,92.911079
Красноярск,"Высотная ул., 1, Красноярск","4,4",56.01938,92.79225
Красноярск,"просп. Мира, 10, Красноярск","4,5",56.013976,92.891388
Красноярск,"просп. имени Газеты Красноярский Рабочий, 199, Красноярск","4,4",55.990786,92.887821
Красноярск,"просп. имени Газеты Красноярский Рабочий, 35, Красноярск","4,4",56.011676,92.971033
Красноярск,"ул. Горького, 10, Красноярск","4,4",56.012073,92.848961
Красноярск,"ул. Дубровинского, 52А, Красноярск","4,6",56.009914,92.888809
Красноярск,"ул. Копылова, 66, Красноярск","4,7",56.012707,92.81439
Кропоткин,"Красная ул., 96, Кропоткин","4,5",45.434162,40.568089
Кудрово,"Европейский просп., 8, Кудрово","4,1",59.900792,30.512752
Кунгур,"ул. Пугачёва, 25, Кунгур","3,9",57.426838,56.950233
Курган,"ул. Гоголя, 17/1, Курган","4,8",55.435948,65.332117
Курган,"ул. Гоголя, 60, Курган","4,4",55.441668,65.345052
Лабытнанги,"Октябрьская ул., 21, Лабытнанги","3,2",66.657534,66.385212
Лениногорск,"просп. 50 лет Победы, 11А, Лениногорск","3,9",54.602596,52.455136
Ленинск-Кузнецкий,"просп. Кирова, 49, Ленинск-Кузнецкий","4,8",54.66688,86.166995
Лесозаводск,"Калининская ул., 11, Лесозаводск","3,8",45.46654,133.39462
Лесосибирск,"26, 5-й микрорайон, Лесосибирск","3,9",58.220842,92.503963
Ливны,"ул. Максима Горького, 2, Ливны","4,2",52.429306,37.604861
Липецк,"просп. Победы, 20, Липецк","4,5",52.596405,39.565245
Липецк,"ул. Барашева, 7А, Липецк","4,7",52.602854,39.587479
Липецк,"ул. Космонавтов, 16/1, Липецк","4,4",52.617236,39.575333
Липецк,"ул. имени Генерала Меркулова, 10А, Липецк","4,4",52.590491,39.54232
Лиски,"Коммунистическая ул., 36, Лиски","4,3",50.981957,39.504637
Лобня,"ул. Ленина, 16, Лобня","4,0",56.01231,37.476896
Люберцы,"Октябрьский просп., 151/9, Люберцы","4,3",55.679641,37.892583
Людиново,"ул. Ленина, 4, Людиново","4,1",53.866614,34.447013
Магадан,"просп. Карла Маркса, 36/20, Магадан","3,9",59.56443,150.80295
Магнитогорск,"просп. Карла Маркса, 179А, Магнитогорск","4,5",53.366579,58.979536
Магнитогорск,"просп. Ленина, 51, Магнитогорск","4,4",53.418338,58.984917
Магнитогорск,"просп. Ленина, 90, Магнитогорск","4,4",53.399997,58.984783
Мегион,"Нефтеразведочная ул., 2, Мегион","4,7",61.031282,76.121522
Междуреченск,"Коммунистический просп., 18, Междуреченск","4,3",53.689502,88.068917
Миасс,"просп. Автозаводцев, 61Б, Миасс","4,5",55.047533,60.109105
Минеральные Воды,"просп. 22-го Партсъезда, 94/1, Минеральные Воды","4,1",44.195849,43.132034
Мичуринск,"Советская ул., 323, Мичуринск","4,3",52.892147,40.510013
Моздок,"площадь 50 лет Октября, 41, Моздок","4,8",43.736599,44.652504
Мончегорск,"просп. Металлургов, 34, Мончегорск",,67.939157,32.940422
Москва,"1-й Красногвардейский пр., 15, Москва","4,3",55.750485,37.539526
Москва,"3-й Крутицкий пер., 13, Москва","3,9",55.730548,37.663513
Москва,"9-я Парковая ул., 23, Москва","4,3",55.795044,37.798799
Москва,"Авиационная ул., 66, Москва","4,5",55.809687,37.460097
Москва,"Автозаводская ул., 5, Москва","4,4",55.70846,37.662084
Москва,"Большая Грузинская ул., 57, стр. 1, Москва","4,3",55.771459,37.583131
Москва,"Большая Тульская ул., 2, Москва","4,3",55.709018,37.62077
Москва,"Бутырская ул., 89, Москва","4,2",55.80609,37.581308
Москва,"Валовая ул., 6, Москва","4,2",55.731075,37.633985
Москва,"Варшавское ш., 160, Москва","4,3",55.582991,37.595249
Москва,"Варшавское ш., 76, корп. 1, Москва","4,3",55.654528,37.618731
Москва,"Вельяминовская ул., 6, стр. 2, Москва","4,3",55.781834,37.722989
Москва,"Воротынская ул., 2, Москва","4,5",55.887392,37.402686
Москва,"Дмитровское ш., 15, корп. 1, Москва","4,3",55.81958,37.573295
Москва,"Звенигородское ш., 18/20к1, Москва","4,3",55.764324,37.556118
Москва,"Каланчёвская ул., 27, Москва","4,2",55.774791,37.650334
Москва,"Комсомольский просп., 24, стр. 1, Москва","4,4",55.728256,37.580311
Москва,"Кутузовский просп., 30, Москва","4,3",55.74148,37.535834
Москва,"Ленинградский просп., 74, корп. 1, Москва","4,3",55.805133,37.516952
Москва,"Ленинградское ш., 15, Москва","4,2",55.819894,37.495285
Москва,"Ленинский просп., 78, Москва","4,4",55.682534,37.536005
Москва,"Лермонтовский просп., 10, корп. 1, Москва","4,5",55.700563,37.851808
Москва,"Ломоносовский просп., 25, корп. 1, Москва","4,3",55.693597,37.532448
Москва,"Луганская ул., 10, Москва","4,3",55.622324,37.667662
Москва,"Люблинская ул., 165, корп. 1, Москва","4,4",55.650069,37.745933
Москва,"Малая Бронная ул., 15Б, Москва","4,5",55.760717,37.596184
Москва,"Митинская ул., 36, корп. 1, Москва","4,3",55.846699,37.361947
Москва,"Мичуринский просп., 7, Москва","4,4",55.702729,37.509703
Москва,"Москва, поселение Внуковское, улица Корнея Чуковского, 2","4,8",55.634725,37.334801
Москва,"Москва, поселение Московский, Киевское шоссе, 22-й километр, 4с1кБ","4,4",55.633999,37.442877
Москва,"Неглинная ул., 10, Москва","4,3",55.762146,37.620411
Москва,"Новослободская ул., 23, Москва","4,4",55.781398,37.598537
Москва,"Новоясеневский просп., 7, Москва","4,3",55.607489,37.532367
Москва,"Осенний бул., 7, корп. 1, Москва","4,4",55.757794,37.406944
Москва,"Покровская ул., 20, Москва","4,3",55.701866,37.93165
Москва,"Профсоюзная ул., 104, Москва","4,3",55.642006,37.524471
Москва,"Профсоюзная ул., 13/12, Москва","4,4",55.680555,37.566467
Москва,"Пятницкая ул., 40, стр. 1, Москва","4,4",55.738308,37.627912
Москва,"Русаковская ул., 29, Москва","4,4",55.787877,37.677067
Москва,"Свободный просп., 20А, Москва","4,4",55.75126,37.816271
Москва,"Смоленская-Сенная площадь, 27, стр. 1, Москва","4,3",55.744713,37.5827
Москва,"Спартаковская ул., 17, Москва","4,3",55.772882,37.676313
Москва,"Тверская ул., 28, корп. 1, Москва","4,4",55.768887,37.598483
Москва,"Уральская ул., 1, Москва","4,3",55.811634,37.797729
Москва,"Фестивальная ул., 13, корп. 1, Москва","4,3",55.85581,37.477103
Москва,"Хорошёвское ш., 35, корп. 1, Москва","4,4",55.777474,37.521704
Москва,"Чертановская ул., 1В, корп. 1, Москва","4,3",55.639461,37.607143
Москва,"Ярцевская ул., 27, корп. 1, Москва","4,3",55.741744,37.4167
Москва,"бул. Адмирала Ушакова, 2, Москва","4,4",55.54843,37.55323
Москва,"бул. Дмитрия Донского, 11, Москва","4,3",55.566807,37.576393
Москва,"бул. Энтузиастов, 2, Москва","4,3",55.746482,37.682619
Москва,"бул. Яна Райниса, 1, Москва","4,4",55.849838,37.436139
Москва,"просп. Андропова, 18, корп. 6, Москва","4,4",55.692785,37.662164
Москва,"просп. Вернадского, 119, Москва","4,4",55.657621,37.48278
Москва,"просп. Мира, 42, Москва","4,3",55.780693,37.633667
Москва,"просп. Мира, 91, корп. 2, Москва","4,4",55.80612,37.63544
Москва,"ул. Авиаконструктора Микояна, 12, Москва","4,4",55.792362,37.527615
Москва,"ул. Арбат, 4, стр. 1, Москва","4,3",55.75205,37.598546
Москва,"ул. Большая Ордынка, 21, стр. 2, Москва","4,3",55.740988,37.625405
Москва,"ул. Генерала Белова, 35, Москва","4,3",55.61083,37.723951
Москва,"ул. Грекова, 3, корп. 3, Москва","4,3",55.885782,37.660063
Москва,"ул. Декабристов, 17, Москва","4,1",55.864879,37.604987
Москва,"ул. Земляной Вал, 41, стр. 1, Москва","4,3",55.753889,37.657314
Москва,"ул. Лескова, 3Г, Москва","4,3",55.89876,37.59171
Москва,"ул. Маршала Чуйкова, 3, Москва","4,5",55.703885,37.764986
Москва,"ул. Менжинского, 23, корп. 1, Москва","4,4",55.869764,37.660377
Москва,"ул. Народного Ополчения, 45, Москва","4,0",55.792842,37.491521
Москва,"ул. Новинки, 1, Москва","4,3",55.677565,37.666252
Москва,"ул. Перерва, 56/2, Москва","4,3",55.65785,37.74773
Москва,"ул. Пресненский Вал, 7, стр. 1, Москва","4,3",55.767276,37.564383
Москва,"ул. Щипок, 11, стр. 1, Москва","4,3",55.726087,37.631002
Московский,"Москва, поселение Московский, Киевское шоссе, 22-й километр, 4с1кБ","4,4",55.633999,37.442877
Мурманск,"Кольский просп., 158, Мурманск","5,0",68.914482,33.095255
Мурманск,"просп. Ленина, 19А, Мурманск","4,4",68.953244,33.082517
Мурманск,"просп. Ленина, 82, Мурманск","4,2",68.971254,33.076796
Муром,"Московская ул., 47, Муром","4,9",55.57633,42.038559
Набережные Челны,"просп. Мира, 24М, Набережные Челны","4,3",55.73218,52.399027
Набережные Челны,"просп. Хасана Туфана, 29Б, Набережные Челны","4,5",55.742595,52.393969
Наро-Фоминск,"площадь Свободы, 2, Наро-Фоминск","4,2",55.386896,36.733423
Находка,"Северный просп., 2/1, Находка","4,6",42.83677,132.88002
Невинномысск,"ул. Гагарина, 70Б, Невинномысск","4,2",44.624983,41.946428
Нерюнгри,"просп. Ленина, 6, Нерюнгри","3,1",56.66019,124.71038
Нефтекамск,"ул. Ленина, 19Е, Нефтекамск","4,7",56.090457,54.241831
Нефтеюганск,"8Б, 15-й микрорайон, Нефтеюганск","4,9",61.077405,72.619924
Нижневартовск,"просп. Победы, 11, Нижневартовск","4,2",60.935831,76.557681
Нижневартовск,"ул. Ленина, 17А, Нижневартовск","4,6",60.936539,76.585222
Нижнекамск,"просп. Мира, 61В, Нижнекамск","4,5",55.645522,51.806489
Нижнеудинск,"ул. Масловского, 28, Нижнеудинск","3,6",54.89605,99.028543
Нижний Новгород,"Новая ул., 8, Нижний Новгород","4,8",56.310932,43.997632
Нижний Новгород,"просп. Ленина, 100Д, Нижний Новгород","4,4",56.240523,43.865445
Нижний Новгород,"просп. Ленина, 45, Нижний Новгород","4,4",56.281361,43.923971
Нижний Новгород,"ул. Белинского, 61, корп. 2, Нижний Новгород","4,3",56.316289,44.017507
Нижний Новгород,"ул. Героя Фильченкова, 10, Нижний Новгород","4,9",56.320218,43.946338
Нижний Новгород,"ул. Коминтерна, 164, Нижний Новгород","4,3",56.348163,43.867844
Нижний Новгород,"ул. Максима Горького, 140, Нижний Новгород","4,3",56.314402,43.994946
Нововоронеж,"ул. Космонавтов, 23, Нововоронеж","3,8",51.314213,39.206818
Новокузнецк,"просп. Металлургов, 32, Новокузнецк","4,5",53.759246,87.118957
Новокузнецк,"ул. Тольятти, 44, Новокузнецк","4,5",53.759991,87.150552
Новомосковск,"Комсомольская ул., 21, Новомосковск","4,8",54.0113,38.288336
Новосибирск,"Цветной пр., 2, Советский район, микрорайон Академгородок, Новосибирск","4,9",54.839313,83.095359
Новосибирск,"площадь Карла Маркса, 5, Новосибирск","4,6",54.982507,82.892339
Новосибирск,"просп. Карла Маркса, 55, Новосибирск","4,5",54.991801,82.910162
Новосибирск,"ул. Бориса Богаткова, 201/1, Новосибирск","4,6",55.035699,82.9745
Новосибирск,"ул. Дуси Ковальчук, 179/4, Новосибирск","4,3",55.060622,82.914124
Новосибирск,"ул. Кирова, 46/1, Новосибирск","4,5",55.018335,82.93942
Новосибирск,"ул. Крылова, 31, Новосибирск","4,5",55.04156,82.929278
Новосибирск,"ул. Ленина, 52, Новосибирск","4,4",55.033548,82.90205
Новосибирск,"ул. Мичурина, 23, Новосибирск","4,4",55.041349,82.921049
Новосибирск,"ул. Орджоникидзе, 23, Новосибирск","4,3",55.031376,82.917726
Новотроицк,"Советская ул., 52, Новотроицк","4,6",51.195994,58.320964
Новоуральск,"Комсомольская ул., 6А, Новоуральск","4,2",57.247781,60.080673
Новочебоксарск,"Советская ул., 15, Новочебоксарск","4,9",56.116077,47.481497
Новочеркасск,"Платовский просп., 90/1, Новочеркасск","4,4",47.410784,40.099968
Ногинск,"ул. 3-го Интернационала, 62, Ногинск","4,8",55.855962,38.441695
Нягань,"1, 1-й микрорайон, Нягань","4,4",62.145015,65.437157
Обнинск,"просп. Маркса, 50, Обнинск","4,9",55.117386,36.599125
Одинцово,"Можайское ш., 76А, Одинцово",,55.682729,37.294817
Одинцово,"Советская ул., 9, Одинцово",,55.673463,37.277048
Одинцово,"ул. Чистяковой, 1, Одинцово",,55.695115,37.333163
Оленегорск,"Ленинградский просп., 6А, Оленегорск",,68.137537,33.281907
Омск,"просп. Карла Маркса, 10, Омск","4,3",54.973817,73.381659
Омск,"просп. Мира, 54, Омск","4,4",55.029456,73.2806
Омск,"ул. 70 лет Октября, 13/3, Омск","4,3",54.982975,73.3174
Омск,"ул. Богдана Хмельницкого, 162, Омск","4,4",54.971833,73.411654
Омск,"ул. Красный Путь, 61, Омск","4,4",54.996097,73.356911
Омск,"ул. Маршала Жукова, 25, Омск","4,3",54.984837,73.387346
Оренбург,"Салмышская ул., 37, Оренбург","4,4",51.828587,55.159532
Оренбург,"ул. Маршала Жукова, 26, Оренбург","4,4",51.766371,55.11484
Оренбург,"ул. Чкалова, 35/1, Оренбург","4,3",51.768578,55.13075
Орехово-Зуево,"ул. Ленина, 53, Орехово-Зуево","4,8",55.799725,38.977801
Орск,"просп. Ленина, 78, микрорайон Новый город, Орск","4,4",51.244137,58.466787
Отрадный,"Отрадная ул., 19, Отрадный","3,4",53.378102,51.345653
Павлово,"Красноармейская ул., 33, Павлово","4,0",55.964741,43.065809
Павловский Посад,"Большая Покровская ул., 10, Павловский Посад","4,3",55.778234,38.651938
Партизанск,"Ленинская ул., 5, Партизанск","4,0",43.11697,133.11843
Пенза,"Московская ул., 73, Пенза","4,3",53.194893,45.017685
Пенза,"ул. Суворова, 139, Пенза","4,5",53.20147,45.001633
Первоуральск,"ул. Ватутина, 37, Первоуральск","4,5",56.903332,59.942324
Пермь,"Автозаводская ул., 44А, Пермь","4,5",58.006693,55.949339
Пермь,"Комсомольский просп., 49, Пермь","4,4",58.001343,56.247436
Пермь,"Пермская ул., 17, Пермь","4,7",58.015056,56.255162
Пермь,"Советская ул., 45, Пермь","4,4",58.014812,56.238613
Пермь,"Уинская ул., 9, Пермь","4,3",58.006784,56.304597
Пермь,"ул. Ленина, 66, Пермь","4,3",58.008943,56.229129
Пермь,"ул. Мира, 70, Пермь","4,4",57.979178,56.188031
Петергоф,"Санкт-Петербургский просп., 29, Петергоф","4,3",59.879019,29.917645
Петрозаводск,"просп. Ленина, 26, Петрозаводск","4,7",61.78862,34.357164
