,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,load_time
0,75558451401,Альфа-Банк,"ул. Зверева, 37А, Надым",alfabank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",65.530848,72.537081,"4,5",['8 (800) 200-00-00Показать телефон'],"['https://ok.ru/alfabank', 'https://vk.com/alfabank', 'https://www.youtube.com/user/alfabankru']",82,83,92,2024-06-24 03:56:38
