,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,load_time
0,17356003333,Альфа-Банк,"ул. 3-го Интернационала, 65, Кольчугино",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",56.297343,39.379322,"4,6",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",92,90,2024-06-24 14:10:44
