,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Кредит,Время ожидания,load_time
0,alfa_bank/236569593098,Альфа-Банк,"Можгинская ул., 51, Можга",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",56.443065,52.214612,"4,6",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",86,100,91,2024-08-11 22:58:52
