,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Кредит,Время ожидания,load_time
0,alfa_bank/202648147499,Альфа-Банк,"просп. Ленина, 6, Нерюнгри",,"'mon': 10:00-18:00, 'tue': 10:00-18:00, 'wed': 10:00-18:00, 'thu': 10:00-18:00, 'fri': 10:00-18:00, 'sat': выходной, 'sun': выходной",C56.66019,124.71038,"4,7",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",95,93,100,2024-08-06 23:23:34
