,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Кредит,Время ожидания,load_time
0,alfa_bank/116918127170,Альфа-Банк,"ул. Калинина, 19А, Ирбит",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",57.678473,63.063530,"4,7",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",94,100,100,2024-08-07 08:34:04
