,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,load_time
0,232252556470,Альфа-Банк,"Первомайская ул., 44, Кандалакша",,"'mon': 11:00-19:00, 'tue': 11:00-19:00, 'wed': 11:00-19:00, 'thu': 11:00-19:00, 'fri': 11:00-19:00, 'sat': выходной, 'sun': выходной",67.152649,32.417782,"4,7",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",100,100,100,2024-06-24 13:44:39
