,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Кредит,load_time
0,alfa_bank/129397584545,Альфа-Банк,"Коммунистический просп., 63, Северск",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной",56.600832,84.886186,"4,5",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",89,90,2024-08-06 18:39:46
