,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Время ожидания,load_time
0,73210611790,Альфа-Банк,"Отрадная ул., 19, Отрадный",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",53.378102,51.345653,"4,4",['8 (800) 200-00-00Показать телефон'],"['http://vk.com/alfabank', 'https://ok.ru/alfabank', 'https://www.youtube.com/user/alfabankru']",100,100,2024-06-24 06:03:22
