,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,load_time
0,sberbank/126877048957,СберБанк,"10, 88-й квартал, Ангарск",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",C52.53386,103.89266,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,52,33,92,2024-08-04 18:33:00
1,sberbank/1044018534,СберБанк,"25, 7-й микрорайон, Ангарск",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-14:00, 'sun': выходной, ",C52.51972,103.86691,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,60,64,,2024-08-04 18:33:00
2,sberbank/1016301234,СберБанк,"ул. Чайковского, 43, Ангарск",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",C52.53076,103.88187,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",100,85,69,100,2024-08-04 18:33:00
3,sberbank/1075009808,СберБанк,"1, 76-й квартал, Ангарск",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",C52.54333,103.88996,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,73,67,,2024-08-04 18:33:00
4,sberbank/215305387790,СберБанк,"2А, микрорайон 12А, Ангарск",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-14:00, 'sun': выходной, ",C52.50943,103.86103,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,71,,100,2024-08-04 18:33:00
5,sberbank/2394701334,СберБанк,"19, 18-й микрорайон, Ангарск",,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:30-13:00, 'sun': выходной, ",C52.50301,103.84315,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,60,,,2024-08-04 18:33:00
6,sberbank/1103056580,СберБанк,"11, 23-й квартал, Ангарск",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",C52.55519,103.88322,"4,2",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],79,47,30,,2024-08-04 18:33:00
7,sberbank/1108968835,СберБанк,"2, квартал Б, Ангарск",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",C52.50632,103.83029,"4,2",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],68,63,29,,2024-08-04 18:33:00
8,sberbank/1255043829,СберБанк,"7, 1-й квартал, посёлок Мегет",,"'mon': выходной, 'tue': 09:15-17:45, 'wed': 09:15-17:45, 'thu': 09:15-17:45, 'fri': 09:15-17:45, 'sat': 09:15-12:45, 'sun': выходной, ",C52.42154,104.04742,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-04 18:33:00
9,sberbank/1401958080,СберБанк,"ул. Розы Люксембург, 297А, Иркутск",,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:00-15:00, 'sun': выходной, ",C52.35640,104.15374,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",97,75,56,100,2024-08-04 18:33:00
10,sberbank/241841006620,СберБанк,"просп. Красных Партизан, 57А, Усолье-Сибирское",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-14:00, 'sun': выходной, ",C52.73004,103.65731,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,55,,,2024-08-04 18:33:00
