,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Кредит,Ипотека,График работы,load_time
0,sberbank/1081572692,СберБанк,"Левонабережная ул., 1, Клин",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-17:00, 'sun': выходной",56.332502,36.732875,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",75,66,46,68,64,75,70,2024-08-24 05:52:36
