,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Ремонт,Банкомат,Кредит,Расположение,load_time
0,sberbank/1186616927,СберБанк,"ул. Ленина, 154, Тимашевск",www.sberbank.com,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 08:00-13:00, 'sun': выходной, ",45.611577,38.935096,"4,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,77,92,100,40,92,2024-07-29 19:54:26
1,sberbank/64091790912,СберБанк,"ул. Ленина, 154А, Тимашевск",www.sberbank.com,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-15:45, 'sat': выходной, 'sun': выходной, ",45.611565,38.935132,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
2,sberbank/13189439921,СберБанк,"Гибридная ул., 2, Тимашевск",www.sberbank.com,"'mon': 08:00-16:45, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': 08:00-16:45, 'sat': выходной, 'sun': выходной, ",45.639052,38.949244,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
3,sberbank/1139415659,СберБанк,"ул. Космонавтов, 10, хутор Ленинский",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.673649,39.034647,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
4,sberbank/1074202184,СберБанк,"Советская ул., 2, хутор Танцура Крамаренко",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': 08:00-15:45, 'thu': 08:00-15:45, 'fri': выходной, 'sat': 08:00-13:15, 'sun': выходной, ",45.522403,38.938581,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
5,sberbank/1131947113,СберБанк,"ул. Ленина, 19, посёлок Советский",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.542998,38.786128,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
6,sberbank/1117887850,СберБанк,"ул. Ленина, 59, станица Днепровская",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.619073,38.808307,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
7,sberbank/1116475581,СберБанк,"Юбилейная ул., 17, хутор Беднягина",www.sberbank.com,"'mon': выходной, 'tue': 08:00-16:00, 'wed': выходной, 'thu': выходной, 'fri': 08:00-16:00, 'sat': выходной, 'sun': выходной, ",45.517629,39.001651,"3,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
8,sberbank/1122514947,СберБанк,"Красная ул., 17, станица Новокорсунская",www.sberbank.com,"'mon': выходной, 'tue': 08:00-16:30, 'wed': 08:00-16:30, 'thu': 08:00-16:30, 'fri': 08:00-16:30, 'sat': 08:00-12:45, 'sun': выходной, ",45.643791,39.146038,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,2024-07-29 19:54:26
