,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Банкомат,Время ожидания,Расположение,График работы,load_time
0,sberbank/1145373091,СберБанк,"8, микрорайон Южный, Котельники",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",55.646747,37.860720,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",63,29,48,,,2024-08-06 05:10:28
1,sberbank/1153501877,СберБанк,"15, стр. 2, Юго-Восточный административный округ, район Капотня, 5-й квартал, Москва",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной, ",55.633486,37.798978,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,49,39,89,,2024-08-06 05:10:28
2,sberbank/148273741537,СберБанк,"ул. Ленина, 47, рабочий посёлок Октябрьский",www.sberbank.ru,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': выходной, 'sun': выходной, ",55.612045,37.976701,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,100,79,,80,2024-08-06 05:10:28
3,sberbank/40158012604,СберБанк,"Спортивная ул., 1, Лыткарино",www.sberbank.ru,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 09:00-16:30, 'sun': выходной, ",55.581419,37.910809,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",66,,63,,,2024-08-06 05:10:28
4,sberbank/1153622212,СберБанк,"Подмосковная ул., 34, д. Островцы",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.597501,37.985846,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,43,56,93,20,2024-08-06 05:10:28
5,sberbank/1059138854,СберБанк,"10, 5-й микрорайон, 1-й квартал, Лыткарино",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",55.586298,37.898027,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,13,67,91,13,2024-08-06 05:10:28
6,sberbank/44573640252,СберБанк,"Лесная ул., 5, Дзержинский",www.sberbank.ru,"'mon': 09:00-20:00, 'tue': 09:00-20:00, 'wed': 09:00-20:00, 'thu': 09:00-20:00, 'fri': 09:00-20:00, 'sat': 10:00-15:00, 'sun': выходной, ",55.630813,37.855500,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",76,87,57,100,46,2024-08-06 05:10:28
