,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Время ожидания,Персонал,Банкомат,load_time
0,sberbank/1123938117,СберБанк,"просп. А. Кадырова, 24, Гудермес",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",43.348268,46.095180,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",26,74,30,2024-08-24 03:50:18
