,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,Ремонт,load_time
0,sberbank/221428274915,СберБанк,"Солнечная ул., 3, Московский",,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-16:30, 'sun': выходной, ",55.591498,37.366062,"4,9",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank', 'https://www.youtube.com/channel/UCM4aBRnEiNCf9fQFl2qx2Bg']",82,75,59,94,,2024-08-05 10:00:00
1,sberbank/1324337043,СберБанк,"10А, 3-й микрорайон, Московский",www.sberbank.ru,"'mon': 08:30-20:00, 'tue': 08:30-20:00, 'wed': 08:30-20:00, 'thu': выходной, 'fri': выходной, 'sat': 09:30-17:00, 'sun': выходной, ",55.595613,37.342822,"4,8",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,55,49,86,83,2024-08-05 10:00:00
