,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,load_time
0,sberbank/68485080089,СберБанк,"Центральная ул., 10, посёлок Шахтный",,"'mon': выходной, 'tue': выходной, 'wed': 10:00-12:45, 'thu': выходной, 'fri': 10:00-12:45, 'sat': выходной, 'sun': выходной, ",51.196118,55.105534,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-08-06 07:28:32
1,sberbank/124082313225,СберБанк,"Советская ул., 82А, село Григорьевка",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-14:10, 'wed': выходной, 'thu': 09:00-14:10, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",51.101434,55.305113,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-08-06 07:28:32
2,sberbank/1274979359,СберБанк,"Советская ул., 43/2, Соль-Илецк",www.sberbank.ru,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-13:30, 'sun': выходной, ",51.162655,54.991197,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",64,39,50,2024-08-06 07:28:32
