,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,load_time
0,sberbank/1122080307,СберБанк,"156, д. Агалатово",www.sberbank.com,"'mon': выходной, 'tue': 09:00-17:15, 'wed': 09:00-17:15, 'thu': 09:00-17:15, 'fri': 09:00-17:15, 'sat': 10:00-16:00, 'sun': выходной, ",60.216265,30.306068,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,44,50,,,2024-07-30 06:59:55
1,sberbank/1001255417,СберБанк,"ул. Молодцова, 7, корп. 3, Сертолово",www.sberbank.com,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 10:00-15:30, 'sun': выходной, ",60.142536,30.214529,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",77,46,88,92,71,2024-07-30 06:59:55
2,sberbank/1110067859,СберБанк,"3, микрорайон Чёрная Речка, Сертолово",www.sberbank.com,"'mon': выходной, 'tue': 08:45-18:15, 'wed': 08:45-18:15, 'thu': 08:45-18:15, 'fri': 08:45-18:15, 'sat': 08:45-15:30, 'sun': выходной, ",60.175709,30.157747,"3,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-30 06:59:55
