,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Банкомат,load_time
0,sberbank/1038119480,СберБанк,"Калининградская ул., 5, Черняховск",,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-16:00, 'sun': выходной",54.635850,21.806316,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,70,2024-08-24 13:30:04
