,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,График работы,Расположение,load_time
0,sberbank/200673314831,СберБанк,"Большевистская ул., 46, Краснокамск",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-16:00, 'sun': выходной, ",58.082916,55.749025,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,53,50,,,2024-08-05 05:36:43
1,sberbank/1097671643,СберБанк,"Банковский пер., 4, Краснокамск",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",58.078962,55.753804,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,85,,,,2024-08-05 05:36:43
2,sberbank/135300111227,СберБанк,"ул. Комарова, 1, Краснокамск",,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной, ",58.076796,55.730519,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-08-05 05:36:43
3,sberbank/1036539974,СберБанк,"ул. Строителей, 4, рабочий посёлок Оверята",,"'mon': выходной, 'tue': 09:00-18:15, 'wed': 09:00-18:15, 'thu': 09:00-18:15, 'fri': 09:00-18:15, 'sat': 10:00-14:45, 'sun': выходной, ",58.076116,55.871142,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-08-05 05:36:43
4,sberbank/72583024187,СберБанк,"ул. Генерала Панфилова, 14, Пермь",,"'mon': 08:30-19:00, 'tue': 08:30-19:00, 'wed': выходной, 'thu': 08:30-19:00, 'fri': 08:30-19:00, 'sat': выходной, 'sun': выходной, ",58.026534,55.841640,"3,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,,,10,,2024-08-05 05:36:43
5,sberbank/1077011677,СберБанк,"Красногорская ул., 1, посёлок Майский",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",58.106143,55.573448,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-08-05 05:36:43
6,sberbank/1047254671,СберБанк,"Строительная ул., 4, посёлок станции Чайковская",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': выходной, 'thu': 09:00-18:30, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",58.124945,55.535665,"2,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-08-05 05:36:43
7,sberbank/1218958149,СберБанк,"ул. Адмирала Ушакова, 36, Пермь",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:00, 'sun': выходной, ",58.032248,56.013614,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,50,,,92,2024-08-05 05:36:43
8,sberbank/96079752242,СберБанк,"ул. Маршала Рыбалко, 90, Пермь",,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-15:30, 'sun': выходной, ",58.009663,55.965383,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,69,,,,2024-08-05 05:36:43
