,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Расположение,load_time
0,sberbank/1671754158,СберБанк,"Таёжная ул., 30А, Новый Уренгой",www.sberbank.com,"'mon': 09:00-19:30, 'tue': 09:00-19:30, 'wed': 09:00-19:30, 'thu': 09:00-19:30, 'fri': 09:00-19:30, 'sat': 10:00-16:30, 'sun': выходной, ",66.078724,76.660645,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,76,82,2024-07-29 12:32:28
1,sberbank/51052061631,СберБанк,"ул. 26-го съезда КПСС, 15Б, Новый Уренгой",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-15:00, 'sun': выходной, ",66.088152,76.687172,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",89,79,,2024-07-29 12:32:28
2,sberbank/1123945578,СберБанк,"2, корп. 2, район Северная Жилая Часть, микрорайон Советский, Новый Уренгой",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",66.118786,76.677992,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,78,92,2024-07-29 12:32:28
3,sberbank/1124090847,СберБанк,"3, корп. 1, район Южная Жилая Часть, микрорайон Оптимистов, Новый Уренгой",www.sberbank.com,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 10:00-16:00, 'sun': выходной, ",66.081918,76.650486,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,74,91,2024-07-29 12:32:28
4,sberbank/36627877632,СберБанк,"Спортивная ул., 3, район Коротчаево, Новый Уренгой",www.sberbank.com,"'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': выходной, 'sun': выходной, ",65.921089,78.196540,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-07-29 12:32:28
5,sberbank/99420360938,СберБанк,"Таёжная ул., 30А, Новый Уренгой",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-16:30, 'sat': выходной, 'sun': выходной, ",66.078724,76.660645,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-07-29 12:32:28
6,sberbank/1062258148,СберБанк,"ул. Геологов, 20А, п. г. т. Уренгой",www.sberbank.com,"'mon': 09:30-17:30, 'tue': 09:30-17:30, 'wed': 09:30-17:30, 'thu': 09:30-17:30, 'fri': 09:30-17:30, 'sat': выходной, 'sun': выходной, ",65.963118,78.363033,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-07-29 12:32:28
