,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Персонал,Отношение к клиентам,load_time
0,1044848750,СберБанк,"ул. Ленинского Комсомола, 12, Заозёрск",www.sberbank.ru,"'mon': 10:00-18:00, 'tue': 10:00-18:00, 'wed': 10:00-18:00, 'thu': 10:00-18:00, 'fri': 10:00-18:00, 'sat': выходной, 'sun': выходной",69.401110,32.446304,"3,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,91,80,2024-06-23 05:38:55
