,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,load_time
0,sberbank/1075081363,СберБанк,"ул. Николая Самардакова, 31А, Пыть-Ях",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': 09:00-15:00, 'sun': выходной, ",60.759095,72.834739,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,83,2024-08-05 15:21:21
1,sberbank/136062495860,СберБанк,"ул. Николая Самардакова, 31А, Пыть-Ях",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",60.759095,72.834739,"4,2",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,2024-08-05 15:21:21
