,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Банкомат,Время ожидания,График работы,load_time
0,sberbank/1121961334,СберБанк,"1-й Советский пер., 2, рабочий посёлок Шаховская",www.sberbank.ru,"'mon': 08:35-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",56.032308,35.512083,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,44,56,10,2024-08-06 08:59:35
