,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Ремонт,load_time
0,sberbank/1079752887,СберБанк,"ул. Беринга, 25, Елизово",,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:00, 'sun': выходной",C53.18506,158.38251,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,67,86,2024-08-24 04:21:02
