,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ипотека,load_time
0,sberbank/1059004526,СберБанк,"ул. Ленина, 14, Анапа",,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-15:30, 'sun': выходной",44.894186,37.307600,"4,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,66,70,95,54,40,69,2024-08-24 01:15:25
