,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,График работы,Расположение,load_time
0,sberbank/112988919081,СберБанк,"Николаевский просп., 2, микрорайон Южный Город, квартал Южный Город-1, посёлок Придорожный",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной, ",53.117908,50.166175,"4,9",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",87,69,71,14,93,2024-07-30 09:33:52
