,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,load_time
0,sberbank/105384677934,СберБанк,"ул. Шаумяна, 6, Армавир",www.sberbank.com,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-16:45, 'sat': выходной, 'sun': выходной, ",45.005201,41.107078,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,60,60,,,2024-07-28 18:39:17
1,sberbank/1149124790,СберБанк,"ул. Мира, 26Б, Армавир",www.sberbank.com,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-15:00, 'sun': выходной, ",44.996482,41.129015,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,55,,80,,2024-07-28 18:39:17
2,sberbank/1148023771,СберБанк,"ул. Ефремова, 119/1, Армавир",www.sberbank.com,"'mon': выходной, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:00-16:00, 'sun': выходной, ",44.991434,41.102757,"4,7",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],92,69,83,100,,2024-07-28 18:39:17
3,sberbank/142893405785,СберБанк,"ул. Халтурина, 66, Армавир",www.sberbank.com,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': выходной, 'sun': выходной, ",44.999140,41.136720,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,57,60,100,,2024-07-28 18:39:17
4,sberbank/1160210058,СберБанк,"Новороссийская ул., 72Б, Армавир",www.sberbank.com,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': выходной, 'sun': выходной, ",44.991969,41.074353,"4,5",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],76,52,71,,56,2024-07-28 18:39:17
5,sberbank/1111936900,СберБанк,"ул. Ленина, 152, станица Прочноокопская",www.sberbank.com,"'mon': 08:15-15:00, 'tue': 08:15-15:00, 'wed': 08:15-15:00, 'thu': 08:15-15:00, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.059912,41.114732,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-28 18:39:17
6,sberbank/1050709267,СберБанк,"ул. Мира, 12, посёлок Прикубанский",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': 08:00-17:00, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.004405,41.174128,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-28 18:39:17
7,sberbank/1046244303,СберБанк,"Первомайская ул., 185, Новокубанск",www.sberbank.com,"'mon': выходной, 'tue': 08:00-17:30, 'wed': 08:00-17:30, 'thu': 08:00-17:00, 'fri': 08:00-17:30, 'sat': 08:00-14:30, 'sun': выходной, ",45.102146,41.048085,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-28 18:39:17
8,sberbank/1032866701,СберБанк,"ул. Пушкина, 34, посёлок Заветный",www.sberbank.com,"'mon': выходной, 'tue': 08:00-16:00, 'wed': 08:00-16:00, 'thu': выходной, 'fri': 08:00-16:00, 'sat': 08:00-16:30, 'sun': выходной, ",44.932287,41.137675,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-28 18:39:17
9,sberbank/1079069860,СберБанк,"Краснодарская ул., 2, село Вольное",www.sberbank.com,"'mon': выходной, 'tue': 09:00-13:15, 'wed': выходной, 'thu': 09:00-13:15, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",44.955172,41.211682,"3,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-28 18:39:17
10,sberbank/1011295001,СберБанк,"Школьная ул., 13, посёлок Глубокий",www.sberbank.com,"'mon': выходной, 'tue': 09:00-13:15, 'wed': 09:00-13:15, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",44.944040,41.019321,"3,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-28 18:39:17
11,sberbank/1213327305,СберБанк,"Центральная ул., 53, село Марьино",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",44.896689,41.272592,"3,9",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,2024-07-28 18:39:17
