,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Расположение,Банкомат,График работы,load_time
0,sberbank/1126266231,СберБанк,"Коммунистическая ул., 65, станица Старотитаровская",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': 08:00-17:00, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.207389,37.154158,"3,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-30 07:39:02
1,sberbank/187374250020,СберБанк,"Северный пер., 9, станица Ахтанизовская",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': 08:30-15:45, 'thu': 08:30-15:45, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.321996,37.104428,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-30 07:39:02
2,sberbank/1090087774,СберБанк,"Театральная ул., 3, посёлок Таманский",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.146096,36.787331,"3,7",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,2024-07-30 07:39:02
3,sberbank/1120474325,СберБанк,"Октябрьская ул., 137, корп. 1, Темрюк",www.sberbank.com,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",45.271991,37.377749,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,58,,,,2024-07-30 07:39:02
4,sberbank/1139797859,СберБанк,"ул. Мира, 49/10, посёлок Сенной",www.sberbank.com,"'mon': выходной, 'tue': 08:30-17:00, 'wed': 08:30-17:00, 'thu': 08:30-17:00, 'fri': 08:30-17:00, 'sat': 08:30-16:00, 'sun': выходной, ",45.284327,36.991285,"4,3",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,2024-07-30 07:39:02
5,sberbank/1069804712,СберБанк,"ул. Ленина, 94, станица Вышестеблиевская",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",45.193646,36.998642,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,2024-07-30 07:39:02
6,sberbank/1062142314,СберБанк,"Таманская ул., 58, Темрюк",www.sberbank.com,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",45.275645,37.376393,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,76,,,,2024-07-30 07:39:02
7,sberbank/221915964297,СберБанк,"ул. Карла Маркса, 116Г, станица Тамань",www.sberbank.com,"'mon': выходной, 'tue': 08:30-16:45, 'wed': 08:30-16:45, 'thu': 08:30-16:45, 'fri': 08:30-16:45, 'sat': 08:30-16:00, 'sun': выходной, ",45.214457,36.715556,"4,9",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",87,82,91,50,55,2024-07-30 07:39:02
