,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Расположение,Банкомат,Ипотека,Кредит,load_time
0,sberbank/1239888420,СберБанк,"просп. Ленина, 43, Тосно",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:30-17:00, 'sun': 10:00-14:00",59.542128,30.873605,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,65,97,76,82,70,2024-08-24 12:22:47
