,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Банкомат,Время ожидания,load_time
0,sberbank/1197367554,СберБанк,"Железнодорожная ул., 8, посёлок Алтышево",,"'mon': 08:00-14:30, 'tue': выходной, 'wed': 08:00-14:30, 'thu': выходной, 'fri': 08:00-14:30, 'sat': выходной, 'sun': выходной, ",54.912516,46.695677,"2,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-08-06 00:30:58
1,sberbank/158169970779,СберБанк,"пер. Льва Толстого, 27А, Ардатов",www.sberbank.ru,"'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': выходной, 'sun': выходной, ",54.845892,46.235012,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-08-06 00:30:58
2,sberbank/219150571652,СберБанк,"Молодёжная ул., 2, рабочий посёлок Тургенево",www.sberbank.ru,"'mon': выходной, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:30, 'sat': выходной, 'sun': выходной, ",54.844559,46.337447,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-08-06 00:30:58
3,sberbank/1264127508,СберБанк,"ул. Богдана Хмельницкого, 29, Алатырь",www.sberbank.ru,"'mon': 07:30-17:30, 'tue': 07:30-17:30, 'wed': 07:30-17:30, 'thu': 07:30-17:30, 'fri': 07:30-17:30, 'sat': 08:00-13:00, 'sun': выходной, ",54.841579,46.592999,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,55,80,2024-08-06 00:30:58
4,sberbank/1185294277,СберБанк,"ул. Ленина, 124, село Стемасы",,"'mon': 09:00-12:56, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': 09:00-13:00, 'sat': выходной, 'sun': выходной, ",54.787801,46.618327,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,2024-08-06 00:30:58
5,sberbank/5329421116,СберБанк,"ул. Красная Площадь, 4, село Ждамирово",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",54.699915,46.528869,,['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,2024-08-06 00:30:58
